# x_hat,full-stokes min,full-stokes max,full-stokes mean,full-stokes std,higher-order min,higher-order max,higher-order mean,higher-order std
6.099999999999999867e-01,6.332737708159652357e+01,6.901670172969177486e+01,6.737623108783510872e+01,1.600754487804080473e+00,6.369093480003475349e+01,6.980001146131711209e+01,6.739091639181408766e+01,1.991223490404553598e+00
6.199999999999999956e-01,6.725817287375795672e+01,7.355584347107219401e+01,7.174827018749004992e+01,1.778434375574447612e+00,6.768284290560997363e+01,7.539001061148618987e+01,7.194225529209673198e+01,2.258034733215950496e+00
6.300000000000000044e-01,7.118896866594755579e+01,7.799918843078179975e+01,7.601684823412416847e+01,1.911259958396799075e+00,7.142195521799636992e+01,7.870207107376094768e+01,7.608873998384470383e+01,2.205710716065161670e+00
6.400000000000000133e-01,7.511976445816092962e+01,8.242567983567766987e+01,8.021156092439211704e+01,2.024842617626328334e+00,7.511043590953470073e+01,8.336753894738156134e+01,8.019640244022497200e+01,2.286646934864140945e+00
6.500000000000000222e-01,7.905056025039449707e+01,8.641847227452994673e+01,8.421114582521857983e+01,2.048864792923646760e+00,7.853882843652121437e+01,8.766684915134227651e+01,8.431111043743635491e+01,2.499043218242611886e+00
6.600000000000000311e-01,8.298135604264543019e+01,9.036333178837917046e+01,8.786547595711684266e+01,2.002923257376380217e+00,8.151649295318425459e+01,9.192649708293004096e+01,8.808435001147807952e+01,2.802348363995048164e+00
6.700000000000000400e-01,8.567125266263633421e+01,9.402627977744671739e+01,9.119457024852954419e+01,2.286744918224643097e+00,8.449204164040415321e+01,9.590488197776100776e+01,9.141066555518504799e+01,2.920961900201705763e+00
6.800000000000000488e-01,8.587935099592668564e+01,9.717251287602624643e+01,9.382862858131616690e+01,3.155609430270973181e+00,8.654815945775128228e+01,9.941634588078552781e+01,9.432889491101022372e+01,3.186619766118589769e+00
6.900000000000000577e-01,8.608744932923634963e+01,1.003203811732333151e+02,9.631795148679778151e+01,4.006632518057434034e+00,8.852213532559900955e+01,1.029388605803800658e+02,9.722278954682835206e+01,3.527189081108324853e+00
7.000000000000000666e-01,8.629554766256518405e+01,1.026717288880569896e+02,9.840435552325143931e+01,4.691679325861468186e+00,9.001094894540064217e+01,1.056667587643014627e+02,9.966419999756051595e+01,3.804491111537787074e+00
7.099999999999999645e-01,8.650364599591303261e+01,1.047840798824945807e+02,9.991787760366746340e+01,5.213092558729732318e+00,9.099033043512666552e+01,1.082043323727266682e+02,1.014624524951130411e+02,4.184757997447562161e+00
7.199999999999999734e-01,8.671174432927979581e+01,1.066550570228849182e+02,1.012022721791256288e+02,5.663850240599860086e+00,9.195542837453187701e+01,1.104967448587298264e+02,1.029530881626563286e+02,4.447950967788646182e+00
7.299999999999999822e-01,8.691984266266531733e+01,1.075286720601478407e+02,1.019738743781140897e+02,5.866869670952997495e+00,9.221889355397341603e+01,1.118391704747399729e+02,1.038428264366088172e+02,4.717779392729066323e+00
7.399999999999999911e-01,8.712794099606945508e+01,1.083844400998122239e+02,1.026077316360564708e+02,6.035016617268890826e+00,9.248991540430114355e+01,1.131532761215698599e+02,1.046140971483147979e+02,4.924103436449644100e+00
7.500000000000000000e-01,8.733603932949206694e+01,1.084991964634526198e+02,1.028341295649680376e+02,6.020979770060853831e+00,9.249612151489341727e+01,1.133015995862194956e+02,1.048828698174405361e+02,4.988089536147493064e+00
7.600000000000000089e-01,8.712791039179033703e+01,1.081989413760964567e+02,1.025509185164467283e+02,5.999705857278316401e+00,9.231568515415712284e+01,1.127619759721585382e+02,1.046809512015637011e+02,4.984066525918150248e+00
7.700000000000000178e-01,8.691978146533344329e+01,1.077861837062429515e+02,1.020464971582296130e+02,5.912138357751848261e+00,9.206360110758642179e+01,1.121194507286173234e+02,1.041065274825887457e+02,4.897792971229457670e+00
7.800000000000000266e-01,8.671165253889546420e+01,1.062913905182115855e+02,1.010669704692210757e+02,5.585946730029315965e+00,9.143178367648475557e+01,1.102156597093330532e+02,1.030591353401812711e+02,4.651091521626934622e+00
7.900000000000000355e-01,8.650352361247652766e+01,1.048005147763839773e+02,9.994776916352938656e+01,5.221750690374027393e+00,9.079105381977440459e+01,1.082779412827335648e+02,1.018200403756456751e+02,4.382209580858021702e+00
8.000000000000000444e-01,8.629539468607671893e+01,1.027143515725702940e+02,9.838122071615651976e+01,4.684803620321006612e+00,8.958928734262225646e+01,1.057887934777638179e+02,1.000509249698993273e+02,4.092997793125811690e+00
8.100000000000000533e-01,8.608726575969620853e+01,1.000748407996571387e+02,9.624358496597169221e+01,3.962410457142591103e+00,8.822383980137746562e+01,1.027402335538605769e+02,9.764404406451409102e+01,3.778672207429701668e+00
8.200000000000000622e-01,8.587913683333515280e+01,9.743712779791714240e+01,9.386903586801257404e+01,3.197351332322077244e+00,8.656443440225584141e+01,9.968644593336860282e+01,9.500073638192321823e+01,3.489984268993533867e+00
8.300000000000000711e-01,8.567100790699366542e+01,9.390735707272345678e+01,9.109061470060835575e+01,2.237969320098527781e+00,8.419468636839911824e+01,9.631780237836800040e+01,9.198535978527250734e+01,3.248374152873293674e+00
8.399999999999999689e-01,8.298742526891759042e+01,9.032971202053913373e+01,8.789242941848270618e+01,2.006938839721144063e+00,8.181139558542079726e+01,9.313439403474104950e+01,8.886881215568473635e+01,2.977536817317100848e+00
8.499999999999999778e-01,7.906611579356324171e+01,8.650830159406037012e+01,8.421161898140063329e+01,2.049587602639430184e+00,7.860846478746572075e+01,8.961228529856522584e+01,8.512709093113330994e+01,2.779582788865976983e+00
8.599999999999999867e-01,7.514480631824952184e+01,8.227474503959460606e+01,8.019185459774679714e+01,1.995666235344427664e+00,7.526723063408812209e+01,8.579387638285899698e+01,8.102377481130777426e+01,2.582859150163512307e+00
8.699999999999999956e-01,7.122349684298313832e+01,7.805416871662868061e+01,7.603863215587276159e+01,1.915220294839372173e+00,7.167342418215042699e+01,8.172556750021038852e+01,7.701576618460967438e+01,2.467672476308410356e+00
8.800000000000000044e-01,6.730218736777234767e+01,7.357020453358269663e+01,7.173370912522489107e+01,1.759121898179593746e+00,6.772299436070268541e+01,7.745715883763242005e+01,7.283401448439205694e+01,2.478113631430646446e+00
8.900000000000000133e-01,6.338087789262752381e+01,6.899829805061803256e+01,6.739015370316502640e+01,1.586405554345034830e+00,6.378585873132714568e+01,7.303915056671817752e+01,6.830517610831176967e+01,2.248263061364636162e+00
9.000000000000000222e-01,5.945956841756166966e+01,6.443070528289644017e+01,6.297874177668514761e+01,1.391780216665377656e+00,5.969282361814335047e+01,6.852244282126311248e+01,6.371735545816706292e+01,2.080255879576449196e+00
9.100000000000000311e-01,5.553825894259151852e+01,5.985168888086326433e+01,5.855262341949231342e+01,1.195773420573003953e+00,5.559947064614732426e+01,6.395743570229861774e+01,5.911628686200124605e+01,1.974220694493296513e+00
9.200000000000000400e-01,5.172206457803819291e+01,5.525771469421150783e+01,5.418695716488440439e+01,9.812497810570410817e-01,5.161884121151258142e+01,5.939172927822148296e+01,5.484894195910501224e+01,1.845840854474843695e+00
9.300000000000000488e-01,4.811610039321407584e+01,5.084178600929591596e+01,4.990518534358675851e+01,7.368722997333684299e-01,4.769737773834242489e+01,5.487122358500673869e+01,5.066157917730212290e+01,1.841874689643691498e+00
9.400000000000000577e-01,4.451013620840087981e+01,4.650499199373479087e+01,4.569449808086424270e+01,5.256046740476866264e-01,4.380440884402671742e+01,5.043711863211403568e+01,4.625712696291451920e+01,1.639551518734684965e+00
9.500000000000000666e-01,4.090417202360147542e+01,4.225246572882301876e+01,4.164507274328260422e+01,4.091720296825431258e-01,4.018873232086095015e+01,4.612711440264345697e+01,4.202918116912083946e+01,1.482702676339895609e+00
9.599999999999999645e-01,3.729820783881991986e+01,3.838247751326419888e+01,3.781451177417858389e+01,2.903290260894166863e-01,3.657845533671378035e+01,4.197421086069427787e+01,3.804842901837669444e+01,1.398082167857367386e+00
9.699999999999999734e-01,3.369224365406184063e+01,3.451933290842507063e+01,3.416400081420577806e+01,2.500439210625253761e-01,3.322753213673968276e+01,3.800620795453698264e+01,3.447756542667978863e+01,1.265056692611858491e+00
9.799999999999999822e-01,3.008627946933574293e+01,3.110858070265681974e+01,3.066469021977732723e+01,2.959731973821899120e-01,2.951022199680614833e+01,3.424590562299163565e+01,3.105760044700255662e+01,1.292870929850208128e+00
9.899999999999999911e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan
